view,embedding_variant,backbone,preprocessing,embedding_dim,temporal_mode,classifier,held_out_patient,train_anchor_samples,valid_all_samples,valid_anchor_samples,training_seconds,sample_accuracy,sample_balanced_accuracy,sample_precision_macro,sample_recall_macro,sample_f1_macro,sample_samples,sample_blurry_precision,sample_blurry_recall,sample_blurry_f1,sample_blurry_support,sample_clear_precision,sample_clear_recall,sample_clear_f1,sample_clear_support,video_accuracy,video_balanced_accuracy,video_precision_macro,video_recall_macro,video_f1_macro,video_samples,video_blurry_precision,video_blurry_recall,video_blurry_f1,video_blurry_support,video_clear_precision,video_clear_recall,video_clear_f1,video_clear_support
transversal,small_full,small,full,384,frame,logistic_regression,P001,84,63,42,0.037580100004561245,0.8095238095238095,0.8095238095238095,0.8620689655172413,0.8095238095238095,0.8023529411764705,42,1.0,0.6190476190476191,0.7647058823529411,21,0.7241379310344828,1.0,0.84,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,svm_rbf,P001,84,63,42,0.0066312000271864235,0.7857142857142857,0.7857142857142857,0.85,0.7857142857142857,0.7754010695187166,42,1.0,0.5714285714285714,0.7272727272727273,21,0.7,1.0,0.8235294117647058,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,small_full,small,full,384,frame,random_forest,P001,84,63,42,0.7639997999649495,0.8095238095238095,0.8095238095238095,0.8620689655172413,0.8095238095238095,0.8023529411764705,42,1.0,0.6190476190476191,0.7647058823529411,21,0.7241379310344828,1.0,0.84,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,knn,P001,84,63,42,0.003935800050385296,0.7142857142857143,0.7142857142857143,0.8181818181818181,0.7142857142857143,0.6888888888888889,42,1.0,0.42857142857142855,0.6,21,0.6363636363636364,1.0,0.7777777777777778,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,small_full,small,full,384,frame,logistic_regression,P002,84,63,42,0.011684099968988448,0.8809523809523809,0.8809523809523809,0.9038461538461539,0.8809523809523809,0.8792409430707303,42,0.8076923076923077,1.0,0.8936170212765957,21,1.0,0.7619047619047619,0.8648648648648649,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,svm_rbf,P002,84,63,42,0.0034623999963514507,0.8571428571428571,0.8571428571428572,0.8888888888888888,0.8571428571428572,0.8541666666666667,42,0.7777777777777778,1.0,0.875,21,1.0,0.7142857142857143,0.8333333333333334,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,random_forest,P002,84,63,42,0.827657799993176,0.8333333333333334,0.8333333333333333,0.875,0.8333333333333333,0.8285714285714285,42,0.75,1.0,0.8571428571428571,21,1.0,0.6666666666666666,0.8,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,knn,P002,84,63,42,0.0016604999545961618,0.8333333333333334,0.8333333333333333,0.875,0.8333333333333333,0.8285714285714285,42,0.75,1.0,0.8571428571428571,21,1.0,0.6666666666666666,0.8,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,logistic_regression,P003,84,63,42,0.008939399966038764,0.9047619047619048,0.9047619047619048,0.9199999999999999,0.9047619047619048,0.9038901601830663,42,0.84,1.0,0.9130434782608695,21,1.0,0.8095238095238095,0.8947368421052632,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,svm_rbf,P003,84,63,42,0.0029409999842755497,0.8333333333333334,0.8333333333333333,0.8533653846153846,0.8333333333333333,0.8309373202990225,42,0.7692307692307693,0.9523809523809523,0.851063829787234,21,0.9375,0.7142857142857143,0.8108108108108109,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,random_forest,P003,84,63,42,0.8391700999927707,0.9523809523809523,0.9523809523809523,0.9565217391304348,0.9523809523809523,0.9522727272727273,42,0.9130434782608695,1.0,0.9545454545454546,21,1.0,0.9047619047619048,0.95,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,frame,knn,P003,84,63,42,0.0018804999999701977,0.8333333333333334,0.8333333333333333,0.875,0.8333333333333333,0.8285714285714285,42,0.75,1.0,0.8571428571428571,21,1.0,0.6666666666666666,0.8,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,small_full,small,full,384,frame,logistic_regression,P001,105,63,42,0.009739000000990927,0.6428571428571429,0.6428571428571428,0.7916666666666667,0.6428571428571428,0.5906432748538011,42,1.0,0.2857142857142857,0.4444444444444444,21,0.5833333333333334,1.0,0.7368421052631579,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,frame,svm_rbf,P001,105,63,42,0.0031899000168778002,0.5952380952380952,0.5952380952380952,0.7763157894736843,0.5952380952380952,0.5159322033898305,42,1.0,0.19047619047619047,0.32,21,0.5526315789473685,1.0,0.711864406779661,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,frame,random_forest,P001,105,63,42,1.0175934999715537,0.5952380952380952,0.5952380952380952,0.7763157894736843,0.5952380952380952,0.5159322033898305,42,1.0,0.19047619047619047,0.32,21,0.5526315789473685,1.0,0.711864406779661,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,frame,knn,P001,105,63,42,0.002204100019298494,0.5714285714285714,0.5714285714285714,0.7692307692307692,0.5714285714285714,0.475,42,1.0,0.14285714285714285,0.25,21,0.5384615384615384,1.0,0.7,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,frame,logistic_regression,P002,84,84,63,0.011946699989493936,0.9206349206349206,0.9285714285714286,0.9038461538461539,0.9285714285714286,0.9135802469135802,63,0.8333333333333334,0.9523809523809523,0.8888888888888888,21,0.9743589743589743,0.9047619047619048,0.9382716049382716,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,frame,svm_rbf,P002,84,84,63,0.0033512000227347016,0.9682539682539683,0.9761904761904762,0.9565217391304348,0.9761904761904762,0.9650776053215078,63,0.9130434782608695,1.0,0.9545454545454546,21,1.0,0.9523809523809523,0.975609756097561,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,frame,random_forest,P002,84,84,63,0.7515378000098281,0.9841269841269841,0.9880952380952381,0.9772727272727273,0.9880952380952381,0.9823479966377135,63,0.9545454545454546,1.0,0.9767441860465116,21,1.0,0.9761904761904762,0.9879518072289156,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,frame,knn,P002,84,84,63,0.008045199967455119,0.7936507936507936,0.8095238095238095,0.7785714285714286,0.8095238095238095,0.7829313543599259,63,0.6428571428571429,0.8571428571428571,0.7346938775510204,21,0.9142857142857143,0.7619047619047619,0.8311688311688312,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,frame,logistic_regression,P003,105,63,42,0.0121936000068672,0.5,0.5,0.25,0.5,0.3333333333333333,42,0.5,1.0,0.6666666666666666,21,0.0,0.0,0.0,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,small_full,small,full,384,frame,svm_rbf,P003,105,63,42,0.003566600033082068,0.5238095238095238,0.5238095238095238,0.7560975609756098,0.5238095238095238,0.3841642228739003,42,0.5121951219512195,1.0,0.6774193548387096,21,1.0,0.047619047619047616,0.09090909090909091,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,small_full,small,full,384,frame,random_forest,P003,105,63,42,0.7267414999660105,0.6904761904761905,0.6904761904761905,0.8088235294117647,0.6904761904761905,0.6576802507836991,42,0.6176470588235294,1.0,0.7636363636363637,21,1.0,0.38095238095238093,0.5517241379310345,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,small_full,small,full,384,frame,knn,P003,105,63,42,0.0018241999787278473,0.5,0.5,0.25,0.5,0.3333333333333333,42,0.5,1.0,0.6666666666666666,21,0.0,0.0,0.0,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,logistic_regression,P001,84,105,63,0.009123500029090792,0.6984126984126984,0.5476190476190477,0.8442622950819672,0.5476190476190477,0.49472351203039255,63,0.6885245901639344,1.0,0.8155339805825242,42,1.0,0.09523809523809523,0.17391304347826086,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,svm_rbf,P001,84,105,63,0.004210899991448969,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,63,0.6666666666666666,1.0,0.8,42,0.0,0.0,0.0,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,random_forest,P001,84,105,63,0.7108670999878086,0.6825396825396826,0.5238095238095238,0.8387096774193548,0.5238095238095238,0.4493006993006993,63,0.6774193548387096,1.0,0.8076923076923077,42,1.0,0.047619047619047616,0.09090909090909091,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,knn,P001,84,105,63,0.002558099979069084,0.7142857142857143,0.5714285714285714,0.85,0.5714285714285714,0.5367647058823529,63,0.7,1.0,0.8235294117647058,42,1.0,0.14285714285714285,0.25,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,logistic_regression,P002,105,63,42,0.015601599996443838,0.6904761904761905,0.6904761904761905,0.8088235294117647,0.6904761904761905,0.6576802507836991,42,0.6176470588235294,1.0,0.7636363636363637,21,1.0,0.38095238095238093,0.5517241379310345,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,svm_rbf,P002,105,63,42,0.0035344999632798135,0.5,0.5,0.25,0.5,0.3333333333333333,42,0.5,1.0,0.6666666666666666,21,0.0,0.0,0.0,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,random_forest,P002,105,63,42,0.7933569999877363,0.6190476190476191,0.6190476190476191,0.7837837837837838,0.6190476190476191,0.5543766578249337,42,0.5675675675675675,1.0,0.7241379310344828,21,1.0,0.23809523809523808,0.38461538461538464,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,knn,P002,105,63,42,0.0026363999932073057,0.6428571428571429,0.6428571428571428,0.7916666666666667,0.6428571428571428,0.5906432748538011,42,0.5833333333333334,1.0,0.7368421052631579,21,1.0,0.2857142857142857,0.4444444444444444,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,frame,logistic_regression,P003,105,84,42,0.010228800005279481,0.6904761904761905,0.6904761904761905,0.8088235294117647,0.6904761904761905,0.6576802507836991,42,1.0,0.38095238095238093,0.5517241379310345,21,0.6176470588235294,1.0,0.7636363636363637,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,small_full,small,full,384,frame,svm_rbf,P003,105,84,42,0.0030176000436767936,0.5238095238095238,0.5238095238095238,0.7560975609756098,0.5238095238095238,0.3841642228739003,42,1.0,0.047619047619047616,0.09090909090909091,21,0.5121951219512195,1.0,0.6774193548387096,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,small_full,small,full,384,frame,random_forest,P003,105,84,42,0.9355675000115298,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.625,42,1.0,0.3333333333333333,0.5,21,0.6,1.0,0.75,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,small_full,small,full,384,frame,knn,P003,105,84,42,0.001586599973961711,0.7142857142857143,0.7142857142857143,0.8181818181818181,0.7142857142857143,0.6888888888888889,42,1.0,0.42857142857142855,0.6,21,0.6363636363636364,1.0,0.7777777777777778,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,small_full,small,full,384,window5,logistic_regression,P001,16,12,8,0.007471000018995255,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,svm_rbf,P001,16,12,8,0.003431499993894249,0.75,0.75,0.75,0.75,0.75,8,0.75,0.75,0.75,4,0.75,0.75,0.75,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,small_full,small,full,384,window5,random_forest,P001,16,12,8,0.8143491999944672,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,knn,P001,16,12,8,0.0018001000280492008,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,logistic_regression,P002,16,12,8,0.009530800045467913,0.875,0.875,0.9,0.875,0.873015873015873,8,0.8,1.0,0.8888888888888888,4,1.0,0.75,0.8571428571428571,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,svm_rbf,P002,16,12,8,0.0025305000017397106,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,random_forest,P002,16,12,8,1.2744961000280455,0.875,0.875,0.9,0.875,0.873015873015873,8,0.8,1.0,0.8888888888888888,4,1.0,0.75,0.8571428571428571,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,knn,P002,16,12,8,0.003614799992647022,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,logistic_regression,P003,16,12,8,0.009143600007519126,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,svm_rbf,P003,16,12,8,0.0026090999599546194,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,random_forest,P003,16,12,8,0.8740891999914311,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_full,small,full,384,window5,knn,P003,16,12,8,0.0015663999947719276,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,small_full,small,full,384,window5,logistic_regression,P001,20,12,8,0.010368800023570657,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,window5,svm_rbf,P001,20,12,8,0.0021804000134579837,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,window5,random_forest,P001,20,12,8,1.0601957000326365,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,window5,knn,P001,20,12,8,0.002210899954661727,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,small_full,small,full,384,window5,logistic_regression,P002,16,16,12,0.007085999997798353,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,1.0,4,1.0,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,window5,svm_rbf,P002,16,16,12,0.0021262000082060695,0.9166666666666666,0.875,0.9444444444444444,0.875,0.8991596638655461,12,1.0,0.75,0.8571428571428571,4,0.8888888888888888,1.0,0.9411764705882353,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,window5,random_forest,P002,16,16,12,0.8665290999924764,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,1.0,4,1.0,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,window5,knn,P002,16,16,12,0.0023311999975703657,0.9166666666666666,0.875,0.9444444444444444,0.875,0.8991596638655461,12,1.0,0.75,0.8571428571428571,4,0.8888888888888888,1.0,0.9411764705882353,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,small_full,small,full,384,window5,logistic_regression,P003,20,12,8,0.014198599965311587,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.5,1.0,0.6666666666666666,4,0.0,0.0,0.0,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,small_full,small,full,384,window5,svm_rbf,P003,20,12,8,0.002131400047801435,0.5,0.5,0.5,0.5,0.4666666666666667,8,0.5,0.75,0.6,4,0.5,0.25,0.3333333333333333,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,small_full,small,full,384,window5,random_forest,P003,20,12,8,0.806895199988503,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637,8,0.5714285714285714,1.0,0.7272727272727273,4,1.0,0.25,0.4,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,small_full,small,full,384,window5,knn,P003,20,12,8,0.0014321000198833644,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.5,1.0,0.6666666666666666,4,0.0,0.0,0.0,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,window5,logistic_regression,P001,16,20,12,0.010998099984135479,0.75,0.625,0.8636363636363636,0.625,0.6210526315789473,12,0.7272727272727273,1.0,0.8421052631578947,8,1.0,0.25,0.4,4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,window5,svm_rbf,P001,16,20,12,0.002844400005415082,0.75,0.625,0.8636363636363636,0.625,0.6210526315789473,12,0.7272727272727273,1.0,0.8421052631578947,8,1.0,0.25,0.4,4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,window5,random_forest,P001,16,20,12,0.7768183000152931,0.75,0.625,0.8636363636363636,0.625,0.6210526315789473,12,0.7272727272727273,1.0,0.8421052631578947,8,1.0,0.25,0.4,4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,window5,knn,P001,16,20,12,0.0015215000021271408,0.8333333333333334,0.875,0.8333333333333333,0.875,0.8285714285714285,12,1.0,0.75,0.8571428571428571,8,0.6666666666666666,1.0,0.8,4,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,2,1.0,1.0,1.0,1
hepatorrenal,small_full,small,full,384,window5,logistic_regression,P002,20,12,8,0.012281899980735034,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
hepatorrenal,small_full,small,full,384,window5,svm_rbf,P002,20,12,8,0.0022007999941706657,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.5,1.0,0.6666666666666666,4,0.0,0.0,0.0,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,window5,random_forest,P002,20,12,8,0.9557683000457473,0.875,0.875,0.9,0.875,0.873015873015873,8,0.8,1.0,0.8888888888888888,4,1.0,0.75,0.8571428571428571,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,small_full,small,full,384,window5,knn,P002,20,12,8,0.0015580999897792935,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
hepatorrenal,small_full,small,full,384,window5,logistic_regression,P003,20,16,8,0.010640199994668365,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637,8,1.0,0.25,0.4,4,0.5714285714285714,1.0,0.7272727272727273,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,small_full,small,full,384,window5,svm_rbf,P003,20,16,8,0.003009999985806644,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,small_full,small,full,384,window5,random_forest,P003,20,16,8,0.878010299988091,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334,8,1.0,0.5,0.6666666666666666,4,0.6666666666666666,1.0,0.8,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,small_full,small,full,384,window5,knn,P003,20,16,8,0.006831499980762601,0.75,0.75,0.75,0.75,0.75,8,0.75,0.75,0.75,4,0.75,0.75,0.75,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_fan_crop,small,fan_crop,384,frame,logistic_regression,P001,84,63,42,0.008481400029268116,0.7619047619047619,0.7619047619047619,0.8387096774193548,0.7619047619047619,0.7475961538461539,42,1.0,0.5238095238095238,0.6875,21,0.6774193548387096,1.0,0.8076923076923077,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_fan_crop,small,fan_crop,384,frame,svm_rbf,P001,84,63,42,0.004034199984744191,0.7142857142857143,0.7142857142857143,0.8181818181818181,0.7142857142857143,0.6888888888888889,42,1.0,0.42857142857142855,0.6,21,0.6363636363636364,1.0,0.7777777777777778,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,small_fan_crop,small,fan_crop,384,frame,random_forest,P001,84,63,42,0.794665299996268,0.7619047619047619,0.7619047619047619,0.8387096774193548,0.7619047619047619,0.7475961538461539,42,1.0,0.5238095238095238,0.6875,21,0.6774193548387096,1.0,0.8076923076923077,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_fan_crop,small,fan_crop,384,frame,knn,P001,84,63,42,0.0015804999857209623,0.7142857142857143,0.7142857142857143,0.8181818181818181,0.7142857142857143,0.6888888888888889,42,1.0,0.42857142857142855,0.6,21,0.6363636363636364,1.0,0.7777777777777778,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,small_fan_crop,small,fan_crop,384,frame,logistic_regression,P002,84,63,42,0.01108229998499155,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,42,0.9047619047619048,0.9047619047619048,0.9047619047619048,21,0.9047619047619048,0.9047619047619048,0.9047619047619048,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,small_fan_crop,small,fan_crop,384,frame,svm_rbf,P002,84,63,42,0.002583299996331334,0.8571428571428571,0.8571428571428572,0.8888888888888888,0.8571428571428572,0.8541666666666667,42,0.7777777777777778,1.0,0.875,21,1.0,0.7142857142857143,0.8333333333333334,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
